Code,Product,Cost,A,B,C,Price - A,Price - B,Price - C,Replacement Technology Type,Related To,KW YN,Replacement KWh,Replacement KWh - Actual,Supplier,Class of Product,Appearance,Description,Maintenance Cost,Replacement KVA,Replacement KVA - Actual,Installation Type,Time Per Each - Rewire,Time Per Each - Retro,Time Per Each - New,Materials - New,Fitting - Type,Lumen Output,Temperature,Temperature Name,Guarantee Term,Replacement Litres,Time Per Each - Water,Function,Setting Number,Size,Existing 1,Existing 2,Existing 3,Existing 4,Existing 5,Existing 6,Existing 7,Existing 8,Existing 9,Existing 10,Existing 11,Existing 12,Existing 13,Existing 14,Existing 15,Existing 16,Existing 17,Existing 18,Existing 19,Existing 20
FL9INTC,9W INT CW,,,,,R 440.00,,,Downlight,Hours Per Year,Yes,0.009,0.009,ELLIES,DOWNLIGHT,RECESSED,DOWNLIGHT,,,,,,,,,INT,800,4000K,C,36,,,,,,PL - 36W - CFL,PL - 40W - CFL,,,,,,,,,,,,,,,,,,
FL9INTW,9W INT WW,,,,,R 440.00,,,Downlight,Hours Per Year,Yes,0.009,0.009,ELLIES,DOWNLIGHT,RECESSED,DOWNLIGHT,,,,,,,,,INT,700,3000K,W,36,,,,,,PL - 36W - CFL,PL - 40W - CFL,,,,,,,,,,,,,,,,,,
FLAUA60CB22,12W A60 B22 CW,,,,,R 310.00,,,GLS,Hours Per Year,Yes,0.012,0.012,AURORA,GLS,SURFACED,GLS,,,,,,,,,B22,820,4000K,C,48,,,,,,B22 - 60W,B22 - 75W,B22 - 100W,B22 - 14W - CFL,B22 - 15W - CFL,B22 - 18W - CFL,B22 - 20W - CFL,,,,,,,,,,,,,
FLAUA60CE27,12W A60 E27 CW,,,,,R 310.00,,,GLS,Hours Per Year,Yes,0.012,0.012,AURORA,GLS,SURFACED,GLS,,,,,,,,,E27,820,4000K,C,48,,,,,,E27 - 14W - CFL,E27 - 15W - CFL,E27 - 18W - CFL,E27 - 20W - CFL,E27 - 60W,E27 - 75W,E27 - 100W,,,,,,,,,,,,,
FLAUA60WB22,12W A60 B22 WW,,,,,R 310.00,,,GLS,Hours Per Year,Yes,0.012,0.012,AURORA,GLS,SURFACED,GLS,,,,,,,,,B22,720,2700K,W,48,,,,,,B22 - 60W,B22 - 75W,B22 - 100W,B22 - 14W - CFL,B22 - 15W - CFL,B22 - 18W - CFL,B22 - 20W - CFL,,,,,,,,,,,,,
FLAUA60WE27,12W A60 E27 WW,,,,,R 310.00,,,GLS,Hours Per Year,Yes,0.012,0.012,AURORA,GLS,SURFACED,GLS,,,,,,,,,E27,720,2700K,W,48,,,,,,E27 - 14W - CFL,E27 - 15W - CFL,E27 - 18W - CFL,E27 - 20W - CFL,E27 - 60W,E27 - 75W,E27 - 100W,,,,,,,,,,,,,
FLAUC37CE14,5W C37 E14 CW,,,,,R 190.00,,,Candle,Hours Per Year,Yes,0.005,0.005,AURORA,CANDLE,SURFACED,CANDLE,,,,,,,,,E14,320,4000K,C,48,,,,,,E14 - 25W - Candle,E14 - 35W - Candle,E14 - 60W - Candle,,,,,,,,,,,,,,,,,
FLAUC37WE14,5W C37 E14 WW,,,,,R 200.00,,,Candle,Hours Per Year,Yes,0.005,0.005,AURORA,CANDLE,SURFACED,CANDLE,,,,,,,,,E14,320,2700K,W,48,,,,,,E14 - 25W - Candle,E14 - 35W - Candle,E14 - 60W - Candle,,,,,,,,,,,,,,,,,
FLAUCA37CE14D,5W CA37 E14 CWD,,,,,R 290.00,,,Candle,Hours Per Year,Yes,0.005,0.005,AURORA,CANDLE TIP,SURFACED,CANDLE TIP,,,,,,,,,E14,320,4000K,C,48,,,,,,E14 - 25W - Candle,E14 - 35W - Candle,E14 - 60W - Candle,,,,,,,,,,,,,,,,,
FLAUCA37WE14D,5W CA37 E14 WW,,,,,R 290.00,,,Candle,Hours Per Year,Yes,0.005,0.005,AURORA,CANDLE TIP,SURFACED,CANDLE TIP,,,,,,,,,E14,300,2700K,W,48,,,,,,E14 - 25W - Candle,E14 - 35W - Candle,E14 - 60W - Candle,,,,,,,,,,,,,,,,,
FLAUG45CE14,5W G45 E14 CW,,,,,R 230.00,,,GolfBall,Hours Per Year,Yes,0.005,0.005,AURORA,GOLF BALL,SURFACED,GOLF BALL,,,,,,,,,E14,320,4000K,C,48,,,,,,E14 - 25W - Golf Ball,E14 - 35W - Golf Ball,E14 - 60W - Golf Ball,E14 - 60W,E14 - 15W - T45 - Mini-Spot,,,,,,,,,,,,,,,
FLAUG45CE27,5W G45 E27 CW,,,,,R 230.00,,,GolfBall,Hours Per Year,Yes,0.005,0.005,AURORA,GOLF BALL,SURFACED,GOLF BALL,,,,,,,,,E27,320,4000K,C,48,,,,,,E27 - 25W - Golf Ball,E27 - 35W - Golf Ball,E27 - 60W - Golf Ball,,,,,,,,,,,,,,,,,
FLAUG45WE27,5W G45 E27 WW,,,,,R 230.00,,,GolfBall,Hours Per Year,Yes,0.005,0.005,AURORA,GOLF BALL,SURFACED,GOLF BALL,,,,,,,,,E27,300,27000K,W,48,,,,,,E27 - 25W - Golf Ball,E27 - 35W - Golf Ball,E27 - 60W - Golf Ball,,,,,,,,,,,,,,,,,
FLAUGU10C,5W GU10 CW,,,,,R 175.00,,,Downlight,Hours Per Year,Yes,0.005,0.005,AURORA,DOWNLIGHT,RECESSED,DOWNLIGHT,,,,,,,,,GU10,300,4000K,C,48,,,,,,GU10 - 20W - 230V,GU10 - 35W - 230V,GU10 - 42W - 230V,GU10 - 50W - 230V,,,,,,,,,,,,,,,,
FLAUGU10W,5W GU10 WW,,,,,R 150.00,,,Downlight,Hours Per Year,Yes,0.005,0.005,AURORA,DOWNLIGHT,RECESSED,DOWNLIGHT,,,,,,,,,GU10,280,2700K,W,48,,,,,,GU10 - 20W - 230V,GU10 - 35W - 230V,GU10 - 42W - 230V,GU10 - 50W - 230V,,,,,,,,,,,,,,,,
FLAUMR16C,5W MR16 CW,,,,,R 190.00,,,Downlight,Hours Per Year,Yes,0.005,0.005,AURORA,DOWNLIGHT,RECESSED,DOWNLIGHT,,,,,,,,,MR16,360,4000K,C,48,,,,,,MR16 - 20W - 12V,MR16 - 35W - 12V,MR16 - 50W - 12V,,,,,,,,,,,,,,,,,
FLAUMR16W,5W MR16 WW,,,,,R 190.00,,,Downlight,Hours Per Year,Yes,0.005,0.005,AURORA,DOWNLIGHT,RECESSED,DOWNLIGHT,,,,,,,,,MR16,330,2700K,W,48,,,,,,MR16 - 20W - 12V,MR16 - 35W - 12V,MR16 - 50W - 12V,,,,,,,,,,,,,,,,,
FLAUR50CE14,7W R50 E14 CW,,,,,R 200.00,,,Spotlight,Hours Per Year,Yes,0.007,0.007,AURORA,SPOTLIGHT,SURFACED,SPOTLIGHT,,,,,,,,,E14,360,4000k,C,48,,,,,,E14 - 18W - R50 - Mini-Spot,E14 - 15W - T45 - Mini-Spot,,,,,,,,,,,,,,,,,,
FLAUR63WE27,10W R63 E27 WW,,,,,R 300.00,,,Spotlight,Hours Per Year,Yes,0.01,0.01,AURORA,SPOTLIGHT,SURFACED,SPOTLIGHT,,,,,,,,,E27,550,2700K,W,48,,,,,,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 15W - CFL,E27 - 18W - CFL,E27 - 20W - CFL,E27 - 60W,E27 - 75W,E27 - 100W,E27 - 30W - R63 - Mini-Spot,,,,,,,,,,,
FLED10W,10W FLOODLIGHT,,,,,R 430.00,,,Floodlight,Hours Per Year,Yes,0.01,0.01,AURORA,FLOODLIGHT,SURFACED,FLOODLIGHT,,,,,,,,,FLOOD,650,6000K,D,24,,,,,,HPS - 150W - Floodlight,MH - 125W - Floodlight,MH - 150W - Floodlight,MV - 125W - Floodlight,Halogen - 25W - Floodlight,Halogen - 30W - Floodlight,Halogen - 50W - Floodlight,Halogen - 70W - Floodlight,Halogen - 100W - Floodlight,Halogen - 110W - Floodlight,Halogen - 125W - Floodlight,Halogen - 150W - Floodlight,CFL - 85W - Floodlight,,,,,,,
FLED10WS,10WS FLOODLIGHT,,,,,R 660.00,,,Floodlight,Hours Per Year,Yes,0.01,0.01,AURORA,FLOODLIGHT,SURFACED,FLOODLIGHT,,,,,,,,,FLOOD,650,6000K,D,24,,,,,,HPS - 150W - Floodlight,MH - 125W - Floodlight,MH - 150W - Floodlight,MV - 125W - Floodlight,Halogen - 25W - Floodlight,Halogen - 30W - Floodlight,Halogen - 50W - Floodlight,Halogen - 70W - Floodlight,Halogen - 100W - Floodlight,Halogen - 110W - Floodlight,Halogen - 125W - Floodlight,Halogen - 150W - Floodlight,CFL - 85W - Floodlight,,,,,,,
FLED120WS,120WS FLOODLIGHT,,,,,R 5 240.00,,,Floodlight,Hours Per Year,Yes,0.12,0.12,AURORA,FLOODLIGHT,SURFACED,FLOODLIGHT,,,,,,,,,FLOOD,7000,6000K,D,24,,,,,,HPS - 400W - Floodlight,HPS - 1000W - Floodlight,MH - 400W - Floodlight,MH - 800W - Floodlight,MV - 400W - Floodlight,MV - 700W - Floodlight,MV - 1000W - Floodlight,Halogen - 250W - Floodlight,CFL - 200W - Floodlight,CFL - 400W - Floodlight,,,,,,,,,,
FLED20W,20W FLOODLIGHT,,,,,R 820.00,,,Floodlight,Hours Per Year,Yes,0.02,0.02,AURORA,FLOODLIGHT,SURFACED,FLOODLIGHT,,,,,,,,,FLOOD,1400,6000K,D,24,,,,,,HPS - 150W - Floodlight,MH - 125W - Floodlight,MH - 150W - Floodlight,MH - 200W - Floodlight,MV - 125W - Floodlight,MV - 160W - Floodlight,MV - 175W - Floodlight,Halogen - 70W - Floodlight,Halogen - 100W - Floodlight,Halogen - 110W - Floodlight,Halogen - 125W - Floodlight,Halogen - 150W - Floodlight,CFL - 85W - Floodlight,CFL - 100W - Floodlight,CFL - 105W - Floodlight,CFL - 125W - Floodlight,CFL - 150W - Floodlight,,,
FLED20WS,20WS FLOODLIGHT,,,,,R 1 068.00,,,Floodlight,Hours Per Year,Yes,0.02,0.02,AURORA,FLOODLIGHT,SURFACED,FLOODLIGHT,,,,,,,,,FLOOD,1400,6000K,D,24,,,,,,HPS - 150W - Floodlight,MH - 125W - Floodlight,MH - 150W - Floodlight,MH - 200W - Floodlight,MV - 125W - Floodlight,MV - 160W - Floodlight,MV - 175W - Floodlight,Halogen - 70W - Floodlight,Halogen - 100W - Floodlight,Halogen - 110W - Floodlight,Halogen - 125W - Floodlight,Halogen - 150W - Floodlight,CFL - 85W - Floodlight,CFL - 100W - Floodlight,CFL - 105W - Floodlight,CFL - 125W - Floodlight,CFL - 150W - Floodlight,,,
FLED30W,30W FLOODLIGHT,,,,,R 1 340.00,,,Floodlight,Hours Per Year,Yes,0.03,0.03,AURORA,FLOODLIGHT,SURFACED,FLOODLIGHT,,,,,,,,,FLOOD,1800,6000K,D,24,,,,,,HPS - 150W - Floodlight,HPS - 250W - Floodlight,MH - 125W - Floodlight,MH - 150W - Floodlight,MH - 200W - Floodlight,MH - 250W - Floodlight,MV - 125W - Floodlight,MV - 160W - Floodlight,MV - 175W - Floodlight,MV - 250W - Floodlight,Halogen - 100W - Floodlight,Halogen - 110W - Floodlight,Halogen - 125W - Floodlight,Halogen - 150W - Floodlight,Halogen - 200W - Floodlight,Halogen - 250W - Floodlight,CFL - 105W - Floodlight,CFL - 125W - Floodlight,CFL - 150W - Floodlight,CFL - 175W - Floodlight
FLED50W,50W FLOODLIGHT,,,,,R 1 790.00,,,Floodlight,Hours Per Year,Yes,0.05,0.05,AURORA,FLOODLIGHT,SURFACED,FLOODLIGHT,,,,,,,,,FLOOD,3055,6000K,D,24,,,,,,HPS - 250W - Floodlight,HPS - 400W - Floodlight,MH - 200W - Floodlight,MH - 250W - Floodlight,MH - 400W - Floodlight,MV - 175W - Floodlight,MV - 250W - Floodlight,MV - 400W - Floodlight,Halogen - 125W - Floodlight,Halogen - 150W - Floodlight,Halogen - 200W - Floodlight,Halogen - 250W - Floodlight,CFL - 105W - Floodlight,CFL - 125W - Floodlight,CFL - 150W - Floodlight,CFL - 175W - Floodlight,CFL - 180W - Floodlight,CFL - 200W - Floodlight,,
FLED80WS,80WS FLOODLIGHT,,,,,R 3 508.00,,,Floodlight,Hours Per Year,Yes,0.08,0.08,AURORA,FLOODLIGHT,SURFACED,FLOODLIGHT,,,,,,,,,FLOOD,4800,6000K,D,24,,,,,,HPS - 250W - Floodlight,HPS - 400W - Floodlight,MH - 250W - Floodlight,MH - 400W - Floodlight,MH - 800W - Floodlight,MV - 250W - Floodlight,MV - 400W - Floodlight,MV - 700W - Floodlight,Halogen - 200W - Floodlight,Halogen - 250W - Floodlight,CFL - 150W - Floodlight,CFL - 175W - Floodlight,CFL - 180W - Floodlight,CFL - 200W - Floodlight,CFL - 400W - Floodlight,,,,,
FLEDA60CE27,5W A60 E27 CW,,,,,R 180.00,,,GLS,Hours Per Year,Yes,0.005,0.005,JNC,GLS,SURFACED,GLS,,,,,,,,,E27,350,4000K,C,12,,,,,,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 15W - CFL,E27 - 60W,E27 - 75W,E27 - 100W,,,,,,,,,,,,,,
FLEDA60WE27,5W A60 E27 WW,,,,,R 180.00,,,GLS,Hours Per Year,Yes,0.005,0.005,JNC,GLS,SURFACED,GLS,,,,,,,,,E27,350,2700K,W,12,,,,,,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 15W - CFL,E27 - 60W,E27 - 75W,E27 - 100W,,,,,,,,,,,,,,
FLEDC37CE14,3.5W C37 E14 CW,,,,,R 90.00,,,Candle,Hours Per Year,Yes,0.0035,0.0035,JNC,CANDLE,SURFACED,CANDLE,,,,,,,,,E14,150,4000K,C,12,,,,,,E14 - 25W - Candle,E14 - 35W - Candle,E14 - 60W - Candle,,,,,,,,,,,,,,,,,
FLEDCA37CE14,3.5W CA37 E14 CW,,,,,R 90.00,,,Candle,Hours Per Year,Yes,0.0035,0.0035,JNC,CANDLE TIP,SURFACED,CANDLE TIP,,,,,,,,,E14,150,4000K,C,12,,,,,,E14 - 25W - Candle,E14 - 35W - Candle,E14 - 60W - Candle,,,,,,,,,,,,,,,,,
FLEDCA37WE14,3.5W C37 E14 WW,,,,,R 90.00,,,Candle,Hours Per Year,Yes,0.0035,0.0035,JNC,CANDLE TIP,SURFACED,CANDLE TIP,,,,,,,,,E14,150,2700K,W,12,,,,,,E14 - 25W - Candle,E14 - 35W - Candle,E14 - 60W - Candle,,,,,,,,,,,,,,,,,
FLEDG45CB22,3.5W G45 B22 CW,,,,,R 90.00,,,GolfBall,Hours Per Year,Yes,0.0035,0.0035,JNC,GOLF BALL,SURFACED,GOLF BALL,,,,,,,,,B22,150,4000K,C,12,,,,,,B22 - 25W - Golf Ball,B22 - 35W - Golf Ball,B22 - 60W - Golf Ball,,,,,,,,,,,,,,,,,
FLEDG45CE27,3.5W G45 E27 CW,,,,,R 90.00,,,GolfBall,Hours Per Year,Yes,0.0035,0.0035,JNC,GOLF BALL,SURFACED,GOLF BALL,,,,,,,,,E27,150,4000K,C,12,,,,,,E27 - 25W - Golf Ball,E27 - 35W - Golf Ball,E27 - 60W - Golf Ball,,,,,,,,,,,,,,,,,
FLEDG45WB22,3.5W G45 B22 WW,,,,,R 90.00,,,GolfBall,Hours Per Year,Yes,0.0035,0.0035,JNC,GOLF BALL,SURFACED,GOLF BALL,,,,,,,,,B22,150,2700K,W,12,,,,,,B22 - 25W - Golf Ball,B22 - 35W - Golf Ball,B22 - 60W - Golf Ball,,,,,,,,,,,,,,,,,
FLEDG45WE14,3.5W G45 E14 WW,,,,,R 90.00,,,GolfBall,Hours Per Year,Yes,0.0035,0.0035,JNC,GOLF BALL,SURFACED,GOLF BALL,,,,,,,,,E14,150,2700K,W,12,,,,,,E14 - 25W - Golf Ball,E14 - 35W - Golf Ball,E14 - 60W - Golf Ball,E14 - 60W,E14 - 15W - T45 - Mini-Spot,,,,,,,,,,,,,,,
FLEDGU10W,4W GU10 WW,,,,,R 120.00,,,Downlight,Hours Per Year,Yes,0.004,0.004,JNC,DOWNLIGHT,RECESSED,DOWNLIGHT,,,,,,,,,GU10,180,2700K,W,12,,,,,,GU10 - 20W - 230V,GU10 - 35W - 230V,GU10 - 42W - 230V,GU10 - 50W - 230V,,,,,,,,,,,,,,,,
FLEDJDRCE14,4W JDR E14 CW,,,,,R 136.00,,,Spotlight,Hours Per Year,Yes,0.004,0.004,JNC,SPOTLIGHT,SURFACED,SPOTLIGHT,,,,,,,,,E14,180,2700K,W,12,,,,,,E14 - 18W - R50 - Mini-Spot,,,,,,,,,,,,,,,,,,,
FLEDJDRCE27,4W JDR E27 CW,,,,,R 140.00,,,Spotlight,Hours Per Year,Yes,0.004,0.004,JNC,SPOTLIGHT,SURFACED,SPOTLIGHT,,,,,,,,,E27,180,4000K,C,12,,,,,,E27 - 30W - R50 - Mini-Spot,,,,,,,,,,,,,,,,,,,
FLEDJDRWE14,4W JDR E14 WW,,,,,R 136.00,,,Spotlight,Hours Per Year,Yes,0.004,0.004,JNC,SPOTLIGHT,SURFACED,SPOTLIGHT,,,,,,,,,E14,180,2700K,W,12,,,,,,E14 - 18W - R50 - Mini-Spot,,,,,,,,,,,,,,,,,,,
FLEDJDRWE27,4W JDR E27 WW,,,,,R 140.00,,,Spotlight,Hours Per Year,Yes,0.004,0.004,JNC,SPOTLIGHT,SURFACED,SPOTLIGHT,,,,,,,,,E27,180,2700K,W,12,,,,,,E27 - 30W - R50 - Mini-Spot,,,,,,,,,,,,,,,,,,,
FLEDMR16W,4W MR16 WW,,,,,R 114.00,,,Downlight,Hours Per Year,Yes,0.004,0.004,JNC,DOWNLIGHT,RECESSED,DOWNLIGHT,,,,,,,,,MR16,180,2700K,W,12,,,,,,MR16 - 20W - 12V,MR16 - 35W - 12V,MR16 - 50W - 12V,,,,,,,,,,,,,,,,,
FLEDPA60CE27,5.5W PA60 E27 CW,,,,,R 190.00,,,GLS,Hours Per Year,Yes,0.0055,0.0055,JNC,GLS,SURFACED,GLS,,,,,,,,,E27,400,4000K,C,12,,,,,,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 15W - CFL,E27 - 60W,E27 - 75W,E27 - 100W,,,,,,,,,,,,,,
FLEDPA60WB22,5.5W PA60 B22 WW,,,,,R 190.00,,,GLS,Hours Per Year,Yes,0.0055,0.0055,JNC,GLS,SURFACED,GLS,,,,,,,,,B22,400,2700K,W,12,,,,,,B22 - 60W,B22 - 75W,B22 - 100W,B22 - 11W - CFL,B22 - 14W - CFL,B22 - 15W - CFL,,,,,,,,,,,,,,
FLEDPA60WE27,5.5W PA60 E27 WW,,,,,R 190.00,,,GLS,Hours Per Year,Yes,0.0055,0.0055,JNC,GLS,SURFACED,GLS,,,,,,,,,E27,400,2700K,W,12,,,,,,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 15W - CFL,E27 - 60W,E27 - 75W,E27 - 100W,,,,,,,,,,,,,,
FLEDR50CE14,2.5W R50 E14 CW,,,,,R 145.00,,,Spotlight,Hours Per Year,Yes,0.0025,0.0025,JNC,SPOTLIGHT,SURFACED,SPOTLIGHT,,,,,,,,,E14,180,4000K,C,12,,,,,,E14 - 18W - R50 - Mini-Spot,,,,,,,,,,,,,,,,,,,
FLEDR63CE27,4W R63 E27 CW,,,,,R 160.00,,,Spotlight,Hours Per Year,Yes,0.004,0.004,JNC,SPOTLIGHT,SURFACED,SPOTLIGHT,,,,,,,,,E27,300,4000K,C,12,,,,,,E27 - 30W - R63 - Mini-Spot,,,,,,,,,,,,,,,,,,,
FLEDR63WE27,4W R63 E27 WW,,,,,R 160.00,,,Spotlight,Hours Per Year,Yes,0.004,0.004,JNC,SPOTLIGHT,SURFACED,SPOTLIGHT,,,,,,,,,E27,300,2700K,W,12,,,,,,E27 - 30W - R63 - Mini-Spot,,,,,,,,,,,,,,,,,,,
FLEDT45CE14,2W T45 E14 CW,,,,,R 90.00,,,GolfBall,Hours Per Year,Yes,0.0022,0.0022,JNC,GOLF BALL,SURFACED,GOLF BALL,,,,,,,,,E14,150,4000K,C,12,,,,,,E14 - 25W - Golf Ball,E14 - 35W - Golf Ball,E14 - 60W - Golf Ball,E14 - 60W,E14 - 15W - T45 - Mini-Spot,,,,,,,,,,,,,,,
FLEDT45WE14,3.5W T45 E14 WW,,,,,R 90.00,,,GolfBall,Hours Per Year,Yes,0.0035,0.0035,JNC,GOLF BALL,SURFACED,GOLF BALL,,,,,,,,,E14,150,2700K,W,12,,,,,,E14 - 25W - Golf Ball,E14 - 35W - Golf Ball,E14 - 60W - Golf Ball,E14 - 60W,E14 - 15W - T45 - Mini-Spot,,,,,,,,,,,,,,,
FLIQA19B22CD,9W A19 B22 CW,,,,,R 250.00,,,GLS,Hours Per Year,Yes,0.009,0.009,ELLIES,GLS,SURFACED,GLS,,,,,,,,,B22,620,3900K,N,12,,,,,,B22 - 60W,B22 - 75W,B22 - 100W,B22 - 14W - CFL,B22 - 15W - CFL,B22 - 18W - CFL,B22 - 20W - CFL,,,,,,,,,,,,,
FLIQA19B22WD,9W A19 B22 WW,,,,,R 250.00,,,GLS,Hours Per Year,Yes,0.009,0.009,ELLIES,GLS,SURFACED,GLS,,,,,,,,,B22,600,2900K,W,12,,,,,,B22 - 60W,B22 - 75W,B22 - 100W,B22 - 14W - CFL,B22 - 15W - CFL,B22 - 18W - CFL,B22 - 20W - CFL,,,,,,,,,,,,,
FLIQA19E27CD,9W A19 E27 CW,,,,,R 250.00,,,GLS,Hours Per Year,Yes,0.009,0.009,ELLIES,GLS,SURFACED,GLS,,,,,,,,,E27,620,3900K,N,12,,,,,,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 15W - CFL,E27 - 60W,E27 - 75W,E27 - 100W,,,,,,,,,,,,,,
FLIQA19E27WD,9W A19 E27 WW,,,,,R 250.00,,,GLS,Hours Per Year,Yes,0.009,0.009,ELLIES,GLS,SURFACED,GLS,,,,,,,,,E27,600,2900K,W,12,,,,,,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 15W - CFL,E27 - 60W,E27 - 75W,E27 - 100W,,,,,,,,,,,,,,
FLIQGU10CD,4.5W GU10 IQ CW,,,,,R 200.00,,,Downlight,Hours Per Year,Yes,0.0045,0.0045,ELLIES,DOWNLIGHT,RECESSED,DOWNLIGHT,,,,,,,,,GU10,300,3900K,N,12,,,,,,GU10 - 20W - 230V,GU10 - 35W - 230V,GU10 - 42W - 230V,GU10 - 50W - 230V,,,,,,,,,,,,,,,,
FLIQGU10WD,4.5W GU10 IQ WW,,,,,R 200.00,,,Downlight,Hours Per Year,Yes,0.0045,0.0045,ELLIES,DOWNLIGHT,RECESSED,DOWNLIGHT,,,,,,,,,GU10,300,2900K,W,12,,,,,,GU10 - 20W - 230V,GU10 - 35W - 230V,GU10 - 42W - 230V,GU10 - 50W - 230V,,,,,,,,,,,,,,,,
FSFR2,3L FLOW REG,,,,,R 50.00,,,Flowregulator,Number Per Day,Yes,0.116,0.116,ELLIES,FLOWREGULATOR,RECESSED,FLOWREGULATOR,,,,,,,,,,,,,12,3,MINUTE,SINGLE,1,1/2 inch,Existing - Flowregulator,,,,,,,,,,,,,,,,,,,
FSFR3,5L FLOW REG,,,,,R 50.00,,,Flowregulator,Number Per Day,Yes,0.174,0.174,ELLIES,FLOWREGULATOR,RECESSED,FLOWREGULATOR,,,,,,,,,,,,,12,5,MINUTE,SINGLE,1,1/2 inch,Existing - Flowregulator,,,,,,,,,,,,,,,,,,,
FSFR9,9L Shower Adaptor,,,,,R 50.00,,,Flowregulator,Number Per Day,Yes,0.29,0.29,ELLIES,FLOWREGULATOR,SURFACED,FLOWREGULATOR,,,,,,,,,,,,,12,9,MINUTE,SINGLE,1,1/2 inch,Existing - Wall,Existing - Ceiling,,,,,,,,,,,,,,,,,,
